MACHINE_TYPE,OPERATION,NORMALIZED_MILESTONE,NOTIFICATION_NUMBER,NOTIFICATION_DESCRIPTION,CAUSE_TEXT,BREAKDOWN_DURATION_MIN,Air_Issue_number,Air_Issue_Summary,Air_Issue_Status,ME_FUNCTIONAL_CLUSTER,B_CODE,Issue_Functional_cluster,Issue_Owner,Initiator,Solver,Leading_issue,Issue_Ownership_FC,FC_Match,Combined_FC,Artificial_Issue_Owner,Final_FC_score,Final_FC_topk,Artificial_Issue_Owner_Confidence,Order_number,Order_type,Variable_1_desc,Variable_3_desc,CC_Variable_1_desc_active,Equipment_affected_description,Bucketing_App_Owner,Order_number_norm,Functional_Cluster_Final_Owner,Final_Owner_Tier,BREAKDOWN_DURATION_HRS
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211074224,TO MUCH INLAYS DELIVERD FOR BOX D,BOM ISSEU,0,P804732,To many parts of 4022.474.20592 STD CLN PP FIX (D) dispatched during prepack,Open,IC16,B1 - Material Availability,,mhamblok,mhamblok,,,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FALSE,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FC-019,0.2851459087901355,FC-019:0.285; FC-033:0.080,High,,,,,,,,,FC-019,Artificial_Issue_Owner,0
NXT1980FI,M36800099_T,MS,211213085,WS host not responding,Carrier in amcr s2 lost power,449.2833333,,,,009,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,7.488055556
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211025200,Only 2 operators available.,Low capa,0,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - No manpower,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.021110113,IC-016:0.021,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M17505694_T,MS02B,211003235,HWWZ - Failed - WI-C30A,WI-C30A,0,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210873031,Late start due to SPIE late disc MDRC,Late start due to SPIE being late,0,P763043,NXT Prepack bucket AIR - Late start due to SPIE/EQUANS,Aborted,IC16,B5 - Facility,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.009443257,IC-016:0.009,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M23566585_P,MS14C,211191551,Missing COVER FRAME FRONT ASSY,Material not in BOM so not delivered,0,,,,033,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-033,MOID,0
NXT1980FI,M39146115_T,MS,211017927,Power on system after BSM swap,System off,32,,,,009,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0.5333333333333333
NXT1980FI,M17505694_T,MS02B,211077979,HWWZ - Failed - CV-1152,CFRI Stages Issue,21.48333333,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0.35805555555555496
NXT1980FI,M20916135_T,MS,210849543,EQSURF ZS-1001,P476526- SYCO ILIAS recovery,0,P476526,SyCo always goes into recovery during lens setup,Closed,063,B8 - Design (HW/SW),FC-063,xyang1,amirsole,sasheikh,,,FALSE,FC-063,,,,,,,,,,,,,FC-063,Official_AIR,0
NXT1980FI,M269822_T,MS03-06,211104754,QRRC - OOS - Average Puff Amplitude,Defective RSPU,359.1833333,,,,005,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-005,MOID,5.986388888888883
NXT1980FI,M2910878_T,MS03-06,210923880,PWLV - OOS - LoS2BM Corner 2,zero sensor assy nok,2025.333333,,,,003,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,33.75555556
NXT1980FI,M15359773_T,MS02B,210893215,IMED fails on RS homing RQ-700A,LS encoders not adjusted properly,442.55,,,,031,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210893215,Disturbance notif.,FC-031 SP/IF/PC,1. New,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,210893215,FC-031,Bucketing_App_Owner,7.3758333333333335
NXT1980FI,M3092214_P,MS14C,211045585,INTERF.PLT SET 12X0AND UP N/A,not delivered,0,,,,014,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,211045585,Disturbance notif.,FC-057 CT,5. Incident,FC-057 CT,NXT4:1980FI,FC-057,211045585,FC-057,Bucketing_App_Owner,0
NXT1980FI,M11432304_T,MS,210937893,LUPI.01 - OOS - CoG X range,Wrong GFs installed,396.2666667,P757962,[XLD NXT] LUPI CoG-x range OOS being solved with lens swap,Open,010,B8 - Design (HW/SW),FC-012,sgeijn,timberg,elhuerta,,FC-009 Dose Control; FC-012 Projection; FC-015 Immersion; FC-038 Optical Column conditioning,TRUE,FC-012 | FC-009 Dose Control; FC-012 Projection; FC-015 Immersion; FC-038 Optical Column conditioning,,,,,210937893,Disturbance notif.,FC-012 PR/IC,7. Structural - added to AIR,FC-012 PR/IC,NXT4:1980FI,FC-012,210937893,FC-012,Official_AIR,6.604444444
NXT1980FI,M322391_T,MS03-06,211187511,ZTTU - Failed -  TZ-217B,Sticky valves,170.4833333,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,2.8413888888888836
NXT1980FI,M16192231_T,MS,211066702,Machine not frozen,patch freeze missing,716.4,,,,024,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,211066702,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:1980FI,FC-027,211066702,FC-027,Bucketing_App_Owner,11.94
NXT1980FI,M322315_T,MS,210823717,HRPT.01 - OOS - LPA2-Rz-Statistics offse,LPA2 oos on Rz,780.2166667,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210823717,Disturbance notif.,FC-002 RH,6. Incident - Solved,FC-002 RH,NXT4:1980FI,FC-002,210823717,FC-002,Bucketing_App_Owner,13.003611111111118
NXT1980FI,M23449189_T,MS,211177191,Init  - Failed -  WI-C30A,No CP2 pres. in cabin 4e05,1305.4,P480555,B5 - [Data Gathering] - B5 Facility Issues at TF,Aborted,IC03,B5 - Facility,,robibakk,ybosmans,,,,FALSE,,,,,NoEvidence,211177191,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211177191,FC-057,Bucketing_App_Owner,21.756666666666668
NXT1980FI,M12427196_T,MS03-06,211011606,Lock FOUP - Failed - WH-0010,WH failed during locking FOUP,149.2333333,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,2.4872222222222167
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210852815,Low capa/skills,Low capa/skills,0,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - No manpower,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.019577112877140018,IC-016:0.020,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M10094804_T,MS02B,211107337,ADJUST THE LCBCR CAM - Failed - HR-3511,Communication issues,69.33333333,,,,002,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,1.155555555555555
NXT1980FI,M302021_P,MS14C,211146417,IH PROT.COVER PIN TO SHORT,unknown,0,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211146417,Disturbance notif.,FC-015 IH,6. Incident - Solved,FC-015 IH,NXT4:1980FI,FC-015,211146417,FC-015,Bucketing_App_Owner,0
NXT1980FI,M34939376_T,MS03-06,211192871,WBST result NOK,WBST clean TSU,213.05,P335411,Sustapeek Introduction to Mk5-7,Open,007,B2 - Materials quality/ Upstream quality,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,211192871,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,211192871,FC-001,Official_AIR,3.5508333333333337
NXT1980FI,M34939376_T,MS03-06,211192871,WBST result NOK,WBST clean TSU,213.05,P719817,WBST NOK: Cycle time improvement for TF,Open,007,B2 - Materials quality/ Upstream quality,FC-001,maalpe,rovoets,nschmitz,,,FALSE,FC-001,,,,,211192871,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,211192871,FC-001,Official_AIR,3.5508333333333337
NXT1980FI,M281066_T,MS02B,211001464,TCNTDT - OOS - CT-2765,ACC snsor and PLC on error,5.316666667,P672983,DN solved by powercycle/ software reset (NXT),Aborted,014,B8 - Design (HW/SW),FC-057,jvanbrie,thvander,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,TRUE,FC-057 | FC-014 Thermal architecture; FC-057 EC&I Infrastructure,,,,,211001464,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211001464,FC-057,Official_AIR,0.088611111
NXT1980FI,M2990559_P,MS14C,211118951,WS CA missing,Unknown,0,P691140,B1 - Material Availability  - Prepack NXT,Aborted,033,B1 - Material Availability,,jvanbrie,jvanbrie,,P698902,,FALSE,,,,,NoEvidence,,,,,,,,,FC-033,MOID,0
NXT1980FI,M281066_T,MS02B,211156546,TCNTDT - OOS - GF Multiple Sensors,Wrong connection on CTCP_TOP_RC,692.0666667,,,,014,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211156546,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211156546,FC-057,Bucketing_App_Owner,11.53444444444445
NXT1980FI,M5888154_T,MS02B,211127698,WS Errors with BOM,roughness puck wrong position in BOM,0,,,,003,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,0
NXT1980FI,NON EXECUTION- DN CREATION STEP-5L,MS14C,210968148,Missing clean assy WS,Missing CA for WS,209.9333333,P696910,4C-Clean assy Lost -Prepack,Aborted,IC16,B1 - Material Availability,,rberix,rling,,P748535,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.028028367481697535,IC-016:0.028,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,3.4988888888888834
NXT1980FI,M5096190_T,MS,211160275,LUMS SPC,mirror deviation not optimal,0,,,,IC16,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211160275,Disturbance notif.,FC-010 IL,5. Incident,FC-010 IL,NXT4:1980FI,FC-010,211160275,FC-010,Bucketing_App_Owner,0
NXT1980FI,M22817069_T,MS02B,211175401,QRBF.03 - Failed init - CN-00C0,Init of RH NOK,109.2333333,,,,004,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,1.820555556
NXT1980FI,M1444864_T,MS03-06,210985273,WBST NOK,Contaminated WH,1215.466667,P335411,Sustapeek Introduction to Mk5-7,Open,031,B2 - Materials quality/ Upstream quality,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,210985273,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,210985273,FC-001,Official_AIR,20.257777777777836
NXT1980FI,M1444864_T,MS,211106749,SISO in error mode,"""At center"" sensor bellow threshold",251.1333333,P782146,New WS AT-Center sensor THRESHOLD  7500 to tight  (Range 8300 to 7500 = 800  !! )  (Previous version 4000 to 150 = 3850   [96% Misalign Window]),Open,031,B2 - Materials quality/ Upstream quality,FC-003,mlenssen,hepeters,,P809662,FC-003 Wafer Positioning,TRUE,FC-003 | FC-003 Wafer Positioning,,,,,211106749,Disturbance notif.,FC-003 WS,,FC-003 WS,TWINSCAN NXT:1980FI,FC-003,211106749,FC-003,Official_AIR,4.185555556
NXT1980FI,M294510_T,MS03-06,211129493,LUBA - Failed -  MU-1142,BP under FRM upside down,172.6,P674362,[XLD NXT] - Beam Delivery workmanship issues ,Open,010,B2 - Materials quality/ Upstream quality,,rheurik,timberg,,,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,FALSE,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,FC-009,0.10659062914432353,FC-009:0.107; IC-003:0.085; FC-015:0.071,High,211129493,Disturbance notif.,FC-009 DC,7. Structural - added to AIR,FC-009 DC,NXT4:1980FI,FC-009,211129493,FC-009,Bucketing_App_Owner,2.8766666666666665
NXT1980FI,M36800099_T,MS,211152786,ODTS.02 - Check Drifting,ODTS test not functioning,0,P746315,[XLD NXT] CD trending & 1st wafer CD jump after idle time for 1980Fi within customer spec but not comparable to ref. 1980Ei,Closed,009,B8 - Design (HW/SW),,sdomingu,nbakhsha,aaguilar,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0
NXT1980FI,M325882_T,MS03-06,211198785,No CAPA because of DCO,No capa due to DCO exposures,73.18333333,,,,004,B3 - No manpower,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,1.2197222222222215
NXT1980FI,M4935333_T,MS03-06,210884170,"HITV - OOS - Open-loop, RCW_mixed temp",open loop NOK,55.63333333,,,,015,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.9272222222222216
NXT1980FI,M16192231_T,MS,211107720,WS hoist tool not available,Tool not available,0,,,,024,B4 - Availability Toolcabin,,,,,,,FALSE,,,,,NoEvidence,211107720,Disturbance notif.,FC-003 WS,,FC-003 WS,TWINSCAN NXT:1980FI,FC-003,211107720,FC-003,Bucketing_App_Owner,0
NXT1980FI,M5096190_T,MS12-13,210985197,Init drivers fails on different errors,sw hick-up,145.7666667,P573277,[Collecting Data] TWINSCAN Software Hiccup / Init drivers solves DN/SO. Cause unknown.,Open,IC16,B8 - Design (HW/SW),,weiss,weiss,,,,FALSE,,,,,NoEvidence,210985197,Disturbance notif.,IC-016 SQ,7. Structural - added to AIR,IC-016 SQ,NXT4:1980FI,IC-016,210985197,IC-016,Bucketing_App_Owner,2.429444444
NXT1980FI,M1350047_T,MS14A,211160535,damaged ELEC cable bundle sleeve,damaged during ELEC movements,0,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,057,B3 - Material damaged contaminated lost,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.005641051,IC-005:0.006; FC-028:0.003,Low,211160535,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211160535,FC-057,Bucketing_App_Owner,0
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210701227,front nxt4 2assy damaged,failed during processing,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M3975208_T,MS09,210956825,Facility Supply CDA NOK,Issues with CDA supply,541.1333333,,,,015,B5 - Facility,,,,,,,FALSE,,,,,NoEvidence,210956825,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,210956825,FC-057,Bucketing_App_Owner,9.018888888888883
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210849611,WSTT DAMAGED ( SEE PICTURES),opp.drive to wstt,0,,,,IC16,B3 - Material damaged contaminated lost,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M298551_T,MS,210982986,Startup drivers - Failed - MG-2E00,APEx is swapped,84.28333333,,,,010,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210982986,Disturbance notif.,FC-010 IL,5. Incident,FC-010 IL,NXT4:1980FI,FC-010,210982986,FC-010,Bucketing_App_Owner,1.4047222222222218
NXT1980FI,M23769990_T,MS,210799769,PWP dry 40nm 512cycles NOK,Dirty on chuck,439.0833333,P694638,[DATA GATHERING] - PWP OOS - Particle/fiber contamination NXT,Open,IC03,B8 - Design (HW/SW),IC-003,jfranze1,rheurik,,,FC-063 Image Quality; IC-003 Defectivity Performance,TRUE,IC-003 | FC-063 Image Quality; IC-003 Defectivity Performance,,,,,210799769,Disturbance notif.,IC-003 PR,,IC-003 PR,NXT4:1980FI,IC-003,210799769,IC-003,Official_AIR,7.318055555555549
NXT1980FI,M23769990_T,MS,210799769,PWP dry 40nm 512cycles NOK,Dirty on chuck,439.0833333,P611635,E-PIN contamination issues,Closed,IC03,B8 - Design (HW/SW),IC-003,jfranze1,mbourzgu,,P302945,FC-063 Image Quality; IC-003 Defectivity Performance,TRUE,IC-003 | FC-063 Image Quality; IC-003 Defectivity Performance,,,,,210799769,Disturbance notif.,IC-003 PR,,IC-003 PR,NXT4:1980FI,IC-003,210799769,IC-003,Official_AIR,7.318055555555549
NXT1980FI,M601095_T,MS02B,210664359,HLCP.01 - OOS - S2R4,procedure deviates from test  OK/NOK,0,,,,012,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,0
NXT1980FI,M292540_T,MS,210676354,MROC - Failed - OU-4006,Cap still on the LTME,1342.733333,P471070,B3 Skills / training needed - System integration NXT,Closed,011,B2 - Materials quality/ Upstream quality,,fhaverka,jvanbrie,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-011,MOID,22.37888888888883
NXT1980FI,M292540_T,MS,210676354,MROC - Failed - OU-4006,Cap still on the LTME,1342.733333,P718581,B3 - Capa/Skills - System Integration NXT - 23Q4,Closed,011,B2 - Materials quality/ Upstream quality,,wibaselm,wibaselm,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-011,MOID,22.37888888888883
NXT1980FI,M292540_T,MS,210676354,MROC - Failed - OU-4006,Cap still on the LTME,1342.733333,P683006,Workmanship TS: Issue induced by action plan / wrong action plan,Open,011,B2 - Materials quality/ Upstream quality,,dvanheme,dvanheme,,,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FALSE,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FC-009,0.11558943023438882,FC-009:0.116; FC-010:0.113; FC-011:0.023,Low,,,,,,,,,FC-009,Artificial_Issue_Owner,22.37888888888883
NXT1980FI,M16247804_T,MS,211202330,SPC-EO55 - OOC - HWACTC_FS,DN was already made for the issue,0,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,IC03,B0 - Undefined,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.060608439432574414,IC-005:0.061; FC-028:0.008,Low,,,,,,,,,IC-005,Artificial_Issue_Owner,0
NXT1980FI,M31049827_T_CH1,MS03-06,211109885,ZLMP.01 - OOS - Speed dependency raw,XCHA & humidity unstable,594.85,P822407,XCHA pressure or relative humidity NOK causing CPD to be out of specifications,Open,007,B8 - Design (HW/SW),FC-007,sikramer,olujan,,,FC-007 Level sensor; FC-062 Leveling,TRUE,FC-007 | FC-007 Level sensor; FC-062 Leveling,,,,,,,,,,,,,FC-007,Official_AIR,9.914166666666667
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210846229,EPA cover bolts not alligned,SPM-NXT interface misaligned,0,P770244,Quality issues EPA cover set,On Hold,IC16,B3 - Skills / training needed,FC-031,arodrig8,arodrig8,,,,FALSE,FC-031,,,,,,,,,,,,,FC-031,Official_AIR,0
NXT1980FI,M3151397_T,MS03-06,210969293,PWPV.05 - Failed - WP-2C1D,some PWPS calibrations skipped,323.4,P788324,PWPV out of limits during MS0306 while PWPS was adjusted in spec before,Open,003,B3 - Procedure / process is not followed,FC-003,skappel,jleefsma,thoeven,,,FALSE,FC-003,,,,,,,,,,,,,FC-003,Official_AIR,5.39
NXT1980FI,M17505694_T,MS02B,210748063,Carrier handler not able to be locked,"Cause not clear, Foup got stuck",242.7666667,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,4.0461111111111165
NXT1980FI,M19890286_T,MS02B,210995456,Check optical sensor - OOS - small conta,Contamination on sensor,0,,,,008,B5 - Facility,,,,,,,FALSE,,,,,NoEvidence,210995456,Disturbance notif.,FC-009 DC,5. Incident,FC-009 DC,NXT4:1980FI,FC-009,210995456,FC-009,Bucketing_App_Owner,0
NXT1980FI,M5121879_C1_T,MS03-06,211023227,ENTO - Failed - SN-150B,sw hiccup,83.55,P573572,[Collecting Data] B6 Factory Process Support SW Hickup / Machine SW Tooling,Open,065,B8 - Design (HW/SW),,weiss,weiss,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-065,MOID,1.3924999999999998
NXT1980FI,M2081495_T,MS03-06,210973715,PWWT - OOS - C2 - CM - RY - 3200,Spec update needed,0,P739503,WS mk4/5.x: PWWT/NIMA CM/SI go OOS on PMQT/TR/TEST (collection of cases for later spec update),Open,009,B8 - Design (HW/SW),,skappel,ivrodrig,mheerebe,,,FALSE,,,,,NoEvidence,210973715,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:1980FI,FC-003,210973715,FC-003,Bucketing_App_Owner,0
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210851852,2 hours team meeting,meeting,0,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - Giving training,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.024618987891181374,IC-016:0.025,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M33397806_P,MS14C,211220205,Machine box with broken foot,during transport is the foot broken,0,,,,019,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211220205,Disturbance notif.,FC-019 HT,5. Incident,FC-019 HT,NXT4:1980FI,FC-019,211220205,FC-019,Bucketing_App_Owner,0
NXT1980FI,M271767_T,MS14A,211224829,Prepship backup after issue,Procedure was done twice,476.4333333,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,024,B8 - Design (HW/SW),,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.079693879,IC-005:0.080; FC-028:0.052,Low,211224829,Disturbance notif.,FC-024 CS,7. Structural - added to AIR,FC-024 CS,NXT4:1980FI,FC-024,211224829,FC-024,Bucketing_App_Owner,7.940555556
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211039995,Need zippertube 70 mm for elec bundle,Zipper tube damaged,0,,,,IC16,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M33003714_T,MS02B,211107979,HILTT KIT Tool not available,Lack of Tooling,0,P791635,Hiltt kit tooling shortage,Open,057,B4 - Availability Toolcabin,,riraijma,riraijma,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.060942435,FC-057:0.061; FC-014:0.019,Low,211107979,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211107979,FC-057,Bucketing_App_Owner,0
NXT1980FI,M323743_T,MS03-06,211139838,RIAR.01 - OOS - Detection Hitrate,Hitrate OOS,0,,,,002,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,0
NXT1980FI,M10094804_T,MS02B,210948381,Robot arm stuck in LP2,Related to DN210949062,2032.85,,,,002,B3 - Logging redundant or unnecessary,,,,,,,FALSE,,,,,NoEvidence,210948381,Disturbance notif.,FC-002 RH,6. Incident - Solved,FC-002 RH,NXT4:1980FI,FC-002,210948381,FC-002,Bucketing_App_Owner,33.880833333333335
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210873023,Scratch in the Panel Front 4 Assy,,0,P698111,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '23,Closed,IC16,B2 - Materials quality/ Upstream quality,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M15452507_F,MS02B,210886589,Init CTRW - Failed - CN-0001,No RCW flow,1616.483333,,,,005,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210886589,Disturbance notif.,FC-014 FT-Arch,2. Follow-up needed,FC-014 FT-Arch,NXT4:1980FI,FC-014,210886589,FC-014,Bucketing_App_Owner,26.94138888888883
NXT1980FI,M27478666_T,MS12-13,210972475,DIDT - OOS - Longest fibre trail defects,J-hook and fibers,1143,P654122,UPDT trail issue on multiple systems - 2050/2100/1980Fi - FA82/EL44+more,Closed,IC02,B3 - Material damaged contaminated lost,FC-015,lwindt,dukell,ylau,,,FALSE,FC-015,,,,,,,,,,,,,FC-015,Official_AIR,19.05
NXT1980FI,M4182207_T,MS,210825506,BWHTPT MS  Quality NOK,PACB nok,1042.783333,P334895,Increase test coverage of WH (160-sheet) by prescribing qualification test with LCW,Open,001,B2 - Materials quality/ Upstream quality,FC-001,rovoets,rdonders,,P510903,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,17.379722222222163
